code,name,short_name,district_level,parent_code,province_code,city_code,full_name,pinyin,pinyin_initial,sort_no
430424,衡东县,衡东,3,430400,430000,430400,湖南省/衡阳市/衡东县,heng dong,h,1815
430426,祁东县,祁东,3,430400,430000,430400,湖南省/衡阳市/祁东县,qi dong,q,1816
430481,耒阳市,耒阳,3,430400,430000,430400,湖南省/衡阳市/耒阳市,lei yang,l,1817
430482,常宁市,常宁,3,430400,430000,430400,湖南省/衡阳市/常宁市,chang ning,c,1818
430500,邵阳市,邵阳,2,430000,430000,430500,湖南省/邵阳市,shao yang,s,1819
430502,双清区,双清,3,430500,430000,430500,湖南省/邵阳市/双清区,shuang qing,s,1820
430503,大祥区,大祥,3,430500,430000,430500,湖南省/邵阳市/大祥区,da xiang,d,1821
430511,北塔区,北塔,3,430500,430000,430500,湖南省/邵阳市/北塔区,bei ta,b,1822
430522,新邵县,新邵,3,430500,430000,430500,湖南省/邵阳市/新邵县,xin shao,x,1823
430523,邵阳县,邵阳县,3,430500,430000,430500,湖南省/邵阳市/邵阳县,shao yang xian,s,1824
430524,隆回县,隆回,3,430500,430000,430500,湖南省/邵阳市/隆回县,long hui,l,1825
430525,洞口县,洞口,3,430500,430000,430500,湖南省/邵阳市/洞口县,dong kou,d,1826
430527,绥宁县,绥宁,3,430500,430000,430500,湖南省/邵阳市/绥宁县,sui ning,s,1827
430528,新宁县,新宁,3,430500,430000,430500,湖南省/邵阳市/新宁县,xin ning,x,1828
430529,城步苗族自治县,城步,3,430500,430000,430500,湖南省/邵阳市/城步苗族自治县,cheng bu,c,1829
430581,武冈市,武冈,3,430500,430000,430500,湖南省/邵阳市/武冈市,wu gang,w,1830
430582,邵东市,邵东,3,430500,430000,430500,湖南省/邵阳市/邵东市,shao dong,s,1831
430600,岳阳市,岳阳,2,430000,430000,430600,湖南省/岳阳市,yue yang,y,1832
430602,岳阳楼区,岳阳楼,3,430600,430000,430600,湖南省/岳阳市/岳阳楼区,yue yang lou,y,1833
430603,云溪区,云溪,3,430600,430000,430600,湖南省/岳阳市/云溪区,yun xi,y,1834
430611,君山区,君山,3,430600,430000,430600,湖南省/岳阳市/君山区,jun shan,j,1835
430621,岳阳县,岳阳县,3,430600,430000,430600,湖南省/岳阳市/岳阳县,yue yang xian,y,1836
430623,华容县,华容,3,430600,430000,430600,湖南省/岳阳市/华容县,hua rong,h,1837
430624,湘阴县,湘阴,3,430600,430000,430600,湖南省/岳阳市/湘阴县,xiang yin,x,1838
430626,平江县,平江,3,430600,430000,430600,湖南省/岳阳市/平江县,ping jiang,p,1839
430681,汨罗市,汨罗,3,430600,430000,430600,湖南省/岳阳市/汨罗市,mi luo,m,1840
430682,临湘市,临湘,3,430600,430000,430600,湖南省/岳阳市/临湘市,lin xiang,l,1841
430700,常德市,常德,2,430000,430000,430700,湖南省/常德市,chang de,c,1842
430702,武陵区,武陵,3,430700,430000,430700,湖南省/常德市/武陵区,wu ling,w,1843
430703,鼎城区,鼎城,3,430700,430000,430700,湖南省/常德市/鼎城区,ding cheng,d,1844
430721,安乡县,安乡,3,430700,430000,430700,湖南省/常德市/安乡县,an xiang,a,1845
430722,汉寿县,汉寿,3,430700,430000,430700,湖南省/常德市/汉寿县,han shou,h,1846
430723,澧县,澧县,3,430700,430000,430700,湖南省/常德市/澧县,li xian,l,1847
430724,临澧县,临澧,3,430700,430000,430700,湖南省/常德市/临澧县,lin li,l,1848
430725,桃源县,桃源,3,430700,430000,430700,湖南省/常德市/桃源县,tao yuan,t,1849
430726,石门县,石门,3,430700,430000,430700,湖南省/常德市/石门县,shi men,s,1850
430781,津市市,津市,3,430700,430000,430700,湖南省/常德市/津市市,jin shi,j,1851
430800,张家界市,张家界,2,430000,430000,430800,湖南省/张家界市,zhang jia jie,z,1852
430802,永定区,永定,3,430800,430000,430800,湖南省/张家界市/永定区,yong ding,y,1853
430811,武陵源区,武陵源,3,430800,430000,430800,湖南省/张家界市/武陵源区,wu ling yuan,w,1854
430821,慈利县,慈利,3,430800,430000,430800,湖南省/张家界市/慈利县,ci li,c,1855
430822,桑植县,桑植,3,430800,430000,430800,湖南省/张家界市/桑植县,sang zhi,s,1856
430900,益阳市,益阳,2,430000,430000,430900,湖南省/益阳市,yi yang,y,1857
430902,资阳区,资阳,3,430900,430000,430900,湖南省/益阳市/资阳区,zi yang,z,1858
430903,赫山区,赫山,3,430900,430000,430900,湖南省/益阳市/赫山区,he shan,h,1859
430921,南县,南县,3,430900,430000,430900,湖南省/益阳市/南县,nan xian,n,1860
430922,桃江县,桃江,3,430900,430000,430900,湖南省/益阳市/桃江县,tao jiang,t,1861
430923,安化县,安化,3,430900,430000,430900,湖南省/益阳市/安化县,an hua,a,1862
430981,沅江市,沅江,3,430900,430000,430900,湖南省/益阳市/沅江市,yuan jiang,y,1863
431000,郴州市,郴州,2,430000,430000,431000,湖南省/郴州市,chen zhou,c,1864
431002,北湖区,北湖,3,431000,430000,431000,湖南省/郴州市/北湖区,bei hu,b,1865
431003,苏仙区,苏仙,3,431000,430000,431000,湖南省/郴州市/苏仙区,su xian,s,1866
431021,桂阳县,桂阳,3,431000,430000,431000,湖南省/郴州市/桂阳县,gui yang,g,1867
431022,宜章县,宜章,3,431000,430000,431000,湖南省/郴州市/宜章县,yi zhang,y,1868
431023,永兴县,永兴,3,431000,430000,431000,湖南省/郴州市/永兴县,yong xing,y,1869
431024,嘉禾县,嘉禾,3,431000,430000,431000,湖南省/郴州市/嘉禾县,jia he,j,1870
431025,临武县,临武,3,431000,430000,431000,湖南省/郴州市/临武县,lin wu,l,1871
431026,汝城县,汝城,3,431000,430000,431000,湖南省/郴州市/汝城县,ru cheng,r,1872
431027,桂东县,桂东,3,431000,430000,431000,湖南省/郴州市/桂东县,gui dong,g,1873
431028,安仁县,安仁,3,431000,430000,431000,湖南省/郴州市/安仁县,an ren,a,1874
431081,资兴市,资兴,3,431000,430000,431000,湖南省/郴州市/资兴市,zi xing,z,1875
431100,永州市,永州,2,430000,430000,431100,湖南省/永州市,yong zhou,y,1876
431102,零陵区,零陵,3,431100,430000,431100,湖南省/永州市/零陵区,ling ling,l,1877
431103,冷水滩区,冷水滩,3,431100,430000,431100,湖南省/永州市/冷水滩区,leng shui tan,l,1878
431122,东安县,东安,3,431100,430000,431100,湖南省/永州市/东安县,dong an,d,1879
431123,双牌县,双牌,3,431100,430000,431100,湖南省/永州市/双牌县,shuang pai,s,1880
431124,道县,道县,3,431100,430000,431100,湖南省/永州市/道县,dao xian,d,1881
431125,江永县,江永,3,431100,430000,431100,湖南省/永州市/江永县,jiang yong,j,1882
431126,宁远县,宁远,3,431100,430000,431100,湖南省/永州市/宁远县,ning yuan,n,1883
431127,蓝山县,蓝山,3,431100,430000,431100,湖南省/永州市/蓝山县,lan shan,l,1884
431128,新田县,新田,3,431100,430000,431100,湖南省/永州市/新田县,xin tian,x,1885
431129,江华瑶族自治县,江华,3,431100,430000,431100,湖南省/永州市/江华瑶族自治县,jiang hua,j,1886
431181,祁阳市,祁阳,3,431100,430000,431100,湖南省/永州市/祁阳市,qi yang,q,1887
431200,怀化市,怀化,2,430000,430000,431200,湖南省/怀化市,huai hua,h,1888
431202,鹤城区,鹤城,3,431200,430000,431200,湖南省/怀化市/鹤城区,he cheng,h,1889
431221,中方县,中方,3,431200,430000,431200,湖南省/怀化市/中方县,zhong fang,z,1890
431222,沅陵县,沅陵,3,431200,430000,431200,湖南省/怀化市/沅陵县,yuan ling,y,1891
431223,辰溪县,辰溪,3,431200,430000,431200,湖南省/怀化市/辰溪县,chen xi,c,1892
431224,溆浦县,溆浦,3,431200,430000,431200,湖南省/怀化市/溆浦县,xu pu,x,1893
431225,会同县,会同,3,431200,430000,431200,湖南省/怀化市/会同县,hui tong,h,1894
431226,麻阳苗族自治县,麻阳,3,431200,430000,431200,湖南省/怀化市/麻阳苗族自治县,ma yang,m,1895
431227,新晃侗族自治县,新晃,3,431200,430000,431200,湖南省/怀化市/新晃侗族自治县,xin huang,x,1896
431228,芷江侗族自治县,芷江,3,431200,430000,431200,湖南省/怀化市/芷江侗族自治县,zhi jiang,z,1897
431229,靖州苗族侗族自治县,靖州,3,431200,430000,431200,湖南省/怀化市/靖州苗族侗族自治县,jing zhou,j,1898
431230,通道侗族自治县,通道,3,431200,430000,431200,湖南省/怀化市/通道侗族自治县,tong dao,t,1899
431281,洪江市,洪江,3,431200,430000,431200,湖南省/怀化市/洪江市,hong jiang,h,1900
431300,娄底市,娄底,2,430000,430000,431300,湖南省/娄底市,lou di,l,1901
431302,娄星区,娄星,3,431300,430000,431300,湖南省/娄底市/娄星区,lou xing,l,1902
431321,双峰县,双峰,3,431300,430000,431300,湖南省/娄底市/双峰县,shuang feng,s,1903
431322,新化县,新化,3,431300,430000,431300,湖南省/娄底市/新化县,xin hua,x,1904
431381,冷水江市,冷水江,3,431300,430000,431300,湖南省/娄底市/冷水江市,leng shui jiang,l,1905
431382,涟源市,涟源,3,431300,430000,431300,湖南省/娄底市/涟源市,lian yuan,l,1906
433100,湘西土家族苗族自治州,湘西,2,430000,430000,433100,湖南省/湘西土家族苗族自治州,xiang xi,x,1907
433101,吉首市,吉首,3,433100,430000,433100,湖南省/湘西土家族苗族自治州/吉首市,ji shou,j,1908
433122,泸溪县,泸溪,3,433100,430000,433100,湖南省/湘西土家族苗族自治州/泸溪县,lu xi,l,1909
433123,凤凰县,凤凰,3,433100,430000,433100,湖南省/湘西土家族苗族自治州/凤凰县,feng huang,f,1910
433124,花垣县,花垣,3,433100,430000,433100,湖南省/湘西土家族苗族自治州/花垣县,hua yuan,h,1911
433125,保靖县,保靖,3,433100,430000,433100,湖南省/湘西土家族苗族自治州/保靖县,bao jing,b,1912
433126,古丈县,古丈,3,433100,430000,433100,湖南省/湘西土家族苗族自治州/古丈县,gu zhang,g,1913
433127,永顺县,永顺,3,433100,430000,433100,湖南省/湘西土家族苗族自治州/永顺县,yong shun,y,1914
433130,龙山县,龙山,3,433100,430000,433100,湖南省/湘西土家族苗族自治州/龙山县,long shan,l,1915
440000,广东省,广东,1,,440000,,广东省,guang dong,g,1916
440100,广州市,广州,2,440000,440000,440100,广东省/广州市,guang zhou,g,1917
440103,荔湾区,荔湾,3,440100,440000,440100,广东省/广州市/荔湾区,li wan,l,1918
440104,越秀区,越秀,3,440100,440000,440100,广东省/广州市/越秀区,yue xiu,y,1919
440105,海珠区,海珠,3,440100,440000,440100,广东省/广州市/海珠区,hai zhu,h,1920
440106,天河区,天河,3,440100,440000,440100,广东省/广州市/天河区,tian he,t,1921
440111,白云区,白云,3,440100,440000,440100,广东省/广州市/白云区,bai yun,b,1922
440112,黄埔区,黄埔,3,440100,440000,440100,广东省/广州市/黄埔区,huang pu,h,1923
440113,番禺区,番禺,3,440100,440000,440100,广东省/广州市/番禺区,pan yu,p,1924
440114,花都区,花都,3,440100,440000,440100,广东省/广州市/花都区,hua du,h,1925
440115,南沙区,南沙,3,440100,440000,440100,广东省/广州市/南沙区,nan sha,n,1926
440117,从化区,从化,3,440100,440000,440100,广东省/广州市/从化区,cong hua,c,1927
440118,增城区,增城,3,440100,440000,440100,广东省/广州市/增城区,zeng cheng,z,1928
440200,韶关市,韶关,2,440000,440000,440200,广东省/韶关市,shao guan,s,1929
440203,武江区,武江,3,440200,440000,440200,广东省/韶关市/武江区,wu jiang,w,1930
440204,浈江区,浈江,3,440200,440000,440200,广东省/韶关市/浈江区,zhen jiang,z,1931
440205,曲江区,曲江,3,440200,440000,440200,广东省/韶关市/曲江区,qu jiang,q,1932
440222,始兴县,始兴,3,440200,440000,440200,广东省/韶关市/始兴县,shi xing,s,1933
440224,仁化县,仁化,3,440200,440000,440200,广东省/韶关市/仁化县,ren hua,r,1934
440229,翁源县,翁源,3,440200,440000,440200,广东省/韶关市/翁源县,weng yuan,w,1935
440232,乳源瑶族自治县,乳源,3,440200,440000,440200,广东省/韶关市/乳源瑶族自治县,ru yuan,r,1936
440233,新丰县,新丰,3,440200,440000,440200,广东省/韶关市/新丰县,xin feng,x,1937
440281,乐昌市,乐昌,3,440200,440000,440200,广东省/韶关市/乐昌市,le chang,l,1938
440282,南雄市,南雄,3,440200,440000,440200,广东省/韶关市/南雄市,nan xiong,n,1939
440300,深圳市,深圳,2,440000,440000,440300,广东省/深圳市,shen zhen,s,1940
440303,罗湖区,罗湖,3,440300,440000,440300,广东省/深圳市/罗湖区,luo hu,l,1941
440304,福田区,福田,3,440300,440000,440300,广东省/深圳市/福田区,fu tian,f,1942
440305,南山区,南山,3,440300,440000,440300,广东省/深圳市/南山区,nan shan,n,1943
440306,宝安区,宝安,3,440300,440000,440300,广东省/深圳市/宝安区,bao an,b,1944
440307,龙岗区,龙岗,3,440300,440000,440300,广东省/深圳市/龙岗区,long gang,l,1945
440308,盐田区,盐田,3,440300,440000,440300,广东省/深圳市/盐田区,yan tian,y,1946
440309,龙华区,龙华,3,440300,440000,440300,广东省/深圳市/龙华区,long hua,l,1947
440310,坪山区,坪山,3,440300,440000,440300,广东省/深圳市/坪山区,ping shan,p,1948
440311,光明区,光明,3,440300,440000,440300,广东省/深圳市/光明区,guang ming,g,1949
440400,珠海市,珠海,2,440000,440000,440400,广东省/珠海市,zhu hai,z,1950
440402,香洲区,香洲,3,440400,440000,440400,广东省/珠海市/香洲区,xiang zhou,x,1951
440403,斗门区,斗门,3,440400,440000,440400,广东省/珠海市/斗门区,dou men,d,1952
440404,金湾区,金湾,3,440400,440000,440400,广东省/珠海市/金湾区,jin wan,j,1953
440500,汕头市,汕头,2,440000,440000,440500,广东省/汕头市,shan tou,s,1954
440507,龙湖区,龙湖,3,440500,440000,440500,广东省/汕头市/龙湖区,long hu,l,1955
440511,金平区,金平,3,440500,440000,440500,广东省/汕头市/金平区,jin ping,j,1956
440512,濠江区,濠江,3,440500,440000,440500,广东省/汕头市/濠江区,hao jiang,h,1957
440513,潮阳区,潮阳,3,440500,440000,440500,广东省/汕头市/潮阳区,chao yang,c,1958
440514,潮南区,潮南,3,440500,440000,440500,广东省/汕头市/潮南区,chao nan,c,1959
440515,澄海区,澄海,3,440500,440000,440500,广东省/汕头市/澄海区,cheng hai,c,1960
440523,南澳县,南澳,3,440500,440000,440500,广东省/汕头市/南澳县,nan ao,n,1961
440600,佛山市,佛山,2,440000,440000,440600,广东省/佛山市,fo shan,f,1962
440604,禅城区,禅城,3,440600,440000,440600,广东省/佛山市/禅城区,chan cheng,c,1963
440605,南海区,南海,3,440600,440000,440600,广东省/佛山市/南海区,nan hai,n,1964
440606,顺德区,顺德,3,440600,440000,440600,广东省/佛山市/顺德区,shun de,s,1965
440607,三水区,三水,3,440600,440000,440600,广东省/佛山市/三水区,san shui,s,1966
440608,高明区,高明,3,440600,440000,440600,广东省/佛山市/高明区,gao ming,g,1967
440700,江门市,江门,2,440000,440000,440700,广东省/江门市,jiang men,j,1968
440703,蓬江区,蓬江,3,440700,440000,440700,广东省/江门市/蓬江区,peng jiang,p,1969
440704,江海区,江海,3,440700,440000,440700,广东省/江门市/江海区,jiang hai,j,1970
440705,新会区,新会,3,440700,440000,440700,广东省/江门市/新会区,xin hui,x,1971
440781,台山市,台山,3,440700,440000,440700,广东省/江门市/台山市,tai shan,t,1972
440783,开平市,开平,3,440700,440000,440700,广东省/江门市/开平市,kai ping,k,1973
440784,鹤山市,鹤山,3,440700,440000,440700,广东省/江门市/鹤山市,he shan,h,1974
440785,恩平市,恩平,3,440700,440000,440700,广东省/江门市/恩平市,en ping,e,1975
440800,湛江市,湛江,2,440000,440000,440800,广东省/湛江市,zhan jiang,z,1976
440802,赤坎区,赤坎,3,440800,440000,440800,广东省/湛江市/赤坎区,chi kan,c,1977
440803,霞山区,霞山,3,440800,440000,440800,广东省/湛江市/霞山区,xia shan,x,1978
440804,坡头区,坡头,3,440800,440000,440800,广东省/湛江市/坡头区,po tou,p,1979
440811,麻章区,麻章,3,440800,440000,440800,广东省/湛江市/麻章区,ma zhang,m,1980
440823,遂溪县,遂溪,3,440800,440000,440800,广东省/湛江市/遂溪县,sui xi,s,1981
440825,徐闻县,徐闻,3,440800,440000,440800,广东省/湛江市/徐闻县,xu wen,x,1982
440881,廉江市,廉江,3,440800,440000,440800,广东省/湛江市/廉江市,lian jiang,l,1983
440882,雷州市,雷州,3,440800,440000,440800,广东省/湛江市/雷州市,lei zhou,l,1984
440883,吴川市,吴川,3,440800,440000,440800,广东省/湛江市/吴川市,wu chuan,w,1985
440900,茂名市,茂名,2,440000,440000,440900,广东省/茂名市,mao ming,m,1986
440902,茂南区,茂南,3,440900,440000,440900,广东省/茂名市/茂南区,mao nan,m,1987
440904,电白区,电白,3,440900,440000,440900,广东省/茂名市/电白区,dian bai,d,1988
440981,高州市,高州,3,440900,440000,440900,广东省/茂名市/高州市,gao zhou,g,1989
440982,化州市,化州,3,440900,440000,440900,广东省/茂名市/化州市,hua zhou,h,1990
440983,信宜市,信宜,3,440900,440000,440900,广东省/茂名市/信宜市,xin yi,x,1991
441200,肇庆市,肇庆,2,440000,440000,441200,广东省/肇庆市,zhao qing,z,1992
441202,端州区,端州,3,441200,440000,441200,广东省/肇庆市/端州区,duan zhou,d,1993
441203,鼎湖区,鼎湖,3,441200,440000,441200,广东省/肇庆市/鼎湖区,ding hu,d,1994
441204,高要区,高要,3,441200,440000,441200,广东省/肇庆市/高要区,gao yao,g,1995
441223,广宁县,广宁,3,441200,440000,441200,广东省/肇庆市/广宁县,guang ning,g,1996
441224,怀集县,怀集,3,441200,440000,441200,广东省/肇庆市/怀集县,huai ji,h,1997
441225,封开县,封开,3,441200,440000,441200,广东省/肇庆市/封开县,feng kai,f,1998
441226,德庆县,德庆,3,441200,440000,441200,广东省/肇庆市/德庆县,de qing,d,1999
441284,四会市,四会,3,441200,440000,441200,广东省/肇庆市/四会市,si hui,s,2000
441300,惠州市,惠州,2,440000,440000,441300,广东省/惠州市,hui zhou,h,2001
441302,惠城区,惠城,3,441300,440000,441300,广东省/惠州市/惠城区,hui cheng,h,2002
441303,惠阳区,惠阳,3,441300,440000,441300,广东省/惠州市/惠阳区,hui yang,h,2003
441322,博罗县,博罗,3,441300,440000,441300,广东省/惠州市/博罗县,bo luo,b,2004
441323,惠东县,惠东,3,441300,440000,441300,广东省/惠州市/惠东县,hui dong,h,2005
441324,龙门县,龙门,3,441300,440000,441300,广东省/惠州市/龙门县,long men,l,2006
441400,梅州市,梅州,2,440000,440000,441400,广东省/梅州市,mei zhou,m,2007
441402,梅江区,梅江,3,441400,440000,441400,广东省/梅州市/梅江区,mei jiang,m,2008
441403,梅县区,梅县,3,441400,440000,441400,广东省/梅州市/梅县区,mei xian,m,2009
441422,大埔县,大埔,3,441400,440000,441400,广东省/梅州市/大埔县,da bu,d,2010
441423,丰顺县,丰顺,3,441400,440000,441400,广东省/梅州市/丰顺县,feng shun,f,2011
441424,五华县,五华,3,441400,440000,441400,广东省/梅州市/五华县,wu hua,w,2012
441426,平远县,平远,3,441400,440000,441400,广东省/梅州市/平远县,ping yuan,p,2013
441427,蕉岭县,蕉岭,3,441400,440000,441400,广东省/梅州市/蕉岭县,jiao ling,j,2014
441481,兴宁市,兴宁,3,441400,440000,441400,广东省/梅州市/兴宁市,xing ning,x,2015
441500,汕尾市,汕尾,2,440000,440000,441500,广东省/汕尾市,shan wei,s,2016
441502,城区,城区,3,441500,440000,441500,广东省/汕尾市/城区,cheng qu,c,2017
441521,海丰县,海丰,3,441500,440000,441500,广东省/汕尾市/海丰县,hai feng,h,2018
441523,陆河县,陆河,3,441500,440000,441500,广东省/汕尾市/陆河县,lu he,l,2019
441581,陆丰市,陆丰,3,441500,440000,441500,广东省/汕尾市/陆丰市,lu feng,l,2020
441600,河源市,河源,2,440000,440000,441600,广东省/河源市,he yuan,h,2021
441602,源城区,源城,3,441600,440000,441600,广东省/河源市/源城区,yuan cheng,y,2022
441621,紫金县,紫金,3,441600,440000,441600,广东省/河源市/紫金县,zi jin,z,2023
441622,龙川县,龙川,3,441600,440000,441600,广东省/河源市/龙川县,long chuan,l,2024
441623,连平县,连平,3,441600,440000,441600,广东省/河源市/连平县,lian ping,l,2025
441624,和平县,和平,3,441600,440000,441600,广东省/河源市/和平县,he ping,h,2026
441625,东源县,东源,3,441600,440000,441600,广东省/河源市/东源县,dong yuan,d,2027
441700,阳江市,阳江,2,440000,440000,441700,广东省/阳江市,yang jiang,y,2028
441702,江城区,江城,3,441700,440000,441700,广东省/阳江市/江城区,jiang cheng,j,2029
441704,阳东区,阳东,3,441700,440000,441700,广东省/阳江市/阳东区,yang dong,y,2030
441721,阳西县,阳西,3,441700,440000,441700,广东省/阳江市/阳西县,yang xi,y,2031
441781,阳春市,阳春,3,441700,440000,441700,广东省/阳江市/阳春市,yang chun,y,2032
441800,清远市,清远,2,440000,440000,441800,广东省/清远市,qing yuan,q,2033
441802,清城区,清城,3,441800,440000,441800,广东省/清远市/清城区,qing cheng,q,2034
441803,清新区,清新区,3,441800,440000,441800,广东省/清远市/清新区,qing xin qu,q,2035
441821,佛冈县,佛冈,3,441800,440000,441800,广东省/清远市/佛冈县,fo gang,f,2036
441823,阳山县,阳山,3,441800,440000,441800,广东省/清远市/阳山县,yang shan,y,2037
441825,连山壮族瑶族自治县,连山,3,441800,440000,441800,广东省/清远市/连山壮族瑶族自治县,lian shan,l,2038
441826,连南瑶族自治县,连南,3,441800,440000,441800,广东省/清远市/连南瑶族自治县,lian nan,l,2039
441881,英德市,英德,3,441800,440000,441800,广东省/清远市/英德市,ying de,y,2040
441882,连州市,连州,3,441800,440000,441800,广东省/清远市/连州市,lian zhou,l,2041
441900,东莞市,东莞,2,440000,440000,441900,广东省/东莞市,dong guan,d,2042
442000,中山市,中山,2,440000,440000,442000,广东省/中山市,zhong shan,z,2043
445100,潮州市,潮州,2,440000,440000,445100,广东省/潮州市,chao zhou,c,2044
445102,湘桥区,湘桥,3,445100,440000,445100,广东省/潮州市/湘桥区,xiang qiao,x,2045
445103,潮安区,潮安,3,445100,440000,445100,广东省/潮州市/潮安区,chao an,c,2046
445122,饶平县,饶平,3,445100,440000,445100,广东省/潮州市/饶平县,rao ping,r,2047
445200,揭阳市,揭阳,2,440000,440000,445200,广东省/揭阳市,jie yang,j,2048
445202,榕城区,榕城,3,445200,440000,445200,广东省/揭阳市/榕城区,rong cheng,r,2049
445203,揭东区,揭东,3,445200,440000,445200,广东省/揭阳市/揭东区,jie dong,j,2050
445222,揭西县,揭西,3,445200,440000,445200,广东省/揭阳市/揭西县,jie xi,j,2051
445224,惠来县,惠来,3,445200,440000,445200,广东省/揭阳市/惠来县,hui lai,h,2052
445281,普宁市,普宁,3,445200,440000,445200,广东省/揭阳市/普宁市,pu ning,p,2053
445300,云浮市,云浮,2,440000,440000,445300,广东省/云浮市,yun fu,y,2054
445302,云城区,云城,3,445300,440000,445300,广东省/云浮市/云城区,yun cheng,y,2055
445303,云安区,云安,3,445300,440000,445300,广东省/云浮市/云安区,yun an,y,2056
445321,新兴县,新兴,3,445300,440000,445300,广东省/云浮市/新兴县,xin xing,x,2057
445322,郁南县,郁南,3,445300,440000,445300,广东省/云浮市/郁南县,yu nan,y,2058
445381,罗定市,罗定,3,445300,440000,445300,广东省/云浮市/罗定市,luo ding,l,2059
450000,广西壮族自治区,广西,1,,450000,,广西壮族自治区,guang xi,g,2060
450100,南宁市,南宁,2,450000,450000,450100,广西壮族自治区/南宁市,nan ning,n,2061
450102,兴宁区,兴宁,3,450100,450000,450100,广西壮族自治区/南宁市/兴宁区,xing ning,x,2062
450103,青秀区,青秀,3,450100,450000,450100,广西壮族自治区/南宁市/青秀区,qing xiu,q,2063
450105,江南区,江南,3,450100,450000,450100,广西壮族自治区/南宁市/江南区,jiang nan,j,2064
450107,西乡塘区,西乡塘,3,450100,450000,450100,广西壮族自治区/南宁市/西乡塘区,xi xiang tang,x,2065
450108,良庆区,良庆,3,450100,450000,450100,广西壮族自治区/南宁市/良庆区,liang qing,l,2066
450109,邕宁区,邕宁,3,450100,450000,450100,广西壮族自治区/南宁市/邕宁区,yong ning,y,2067
450110,武鸣区,武鸣,3,450100,450000,450100,广西壮族自治区/南宁市/武鸣区,wu ming,w,2068
450123,隆安县,隆安,3,450100,450000,450100,广西壮族自治区/南宁市/隆安县,long an,l,2069
450124,马山县,马山,3,450100,450000,450100,广西壮族自治区/南宁市/马山县,ma shan,m,2070
450125,上林县,上林,3,450100,450000,450100,广西壮族自治区/南宁市/上林县,shang lin,s,2071
450126,宾阳县,宾阳,3,450100,450000,450100,广西壮族自治区/南宁市/宾阳县,bin yang,b,2072
450181,横州市,横州,3,450100,450000,450100,广西壮族自治区/南宁市/横州市,heng zhou,h,2073
450200,柳州市,柳州,2,450000,450000,450200,广西壮族自治区/柳州市,liu zhou,l,2074
450202,城中区,城中,3,450200,450000,450200,广西壮族自治区/柳州市/城中区,cheng zhong,c,2075
450203,鱼峰区,鱼峰,3,450200,450000,450200,广西壮族自治区/柳州市/鱼峰区,yu feng,y,2076
450204,柳南区,柳南,3,450200,450000,450200,广西壮族自治区/柳州市/柳南区,liu nan,l,2077
450205,柳北区,柳北,3,450200,450000,450200,广西壮族自治区/柳州市/柳北区,liu bei,l,2078
450206,柳江区,柳江,3,450200,450000,450200,广西壮族自治区/柳州市/柳江区,liu jiang,l,2079
450222,柳城县,柳城,3,450200,450000,450200,广西壮族自治区/柳州市/柳城县,liu cheng,l,2080
450223,鹿寨县,鹿寨,3,450200,450000,450200,广西壮族自治区/柳州市/鹿寨县,lu zhai,l,2081
450224,融安县,融安,3,450200,450000,450200,广西壮族自治区/柳州市/融安县,rong an,r,2082
450225,融水苗族自治县,融水,3,450200,450000,450200,广西壮族自治区/柳州市/融水苗族自治县,rong shui,r,2083
450226,三江侗族自治县,三江,3,450200,450000,450200,广西壮族自治区/柳州市/三江侗族自治县,san jiang,s,2084
450300,桂林市,桂林,2,450000,450000,450300,广西壮族自治区/桂林市,gui lin,g,2085
450302,秀峰区,秀峰,3,450300,450000,450300,广西壮族自治区/桂林市/秀峰区,xiu feng,x,2086
450303,叠彩区,叠彩,3,450300,450000,450300,广西壮族自治区/桂林市/叠彩区,die cai,d,2087
450304,象山区,象山,3,450300,450000,450300,广西壮族自治区/桂林市/象山区,xiang shan,x,2088
450305,七星区,七星,3,450300,450000,450300,广西壮族自治区/桂林市/七星区,qi xing,q,2089
450311,雁山区,雁山,3,450300,450000,450300,广西壮族自治区/桂林市/雁山区,yan shan,y,2090
450312,临桂区,临桂,3,450300,450000,450300,广西壮族自治区/桂林市/临桂区,lin gui,l,2091
450321,阳朔县,阳朔,3,450300,450000,450300,广西壮族自治区/桂林市/阳朔县,yang shuo,y,2092
450323,灵川县,灵川,3,450300,450000,450300,广西壮族自治区/桂林市/灵川县,ling chuan,l,2093
450324,全州县,全州,3,450300,450000,450300,广西壮族自治区/桂林市/全州县,quan zhou,q,2094
450325,兴安县,兴安,3,450300,450000,450300,广西壮族自治区/桂林市/兴安县,xing an,x,2095
450326,永福县,永福,3,450300,450000,450300,广西壮族自治区/桂林市/永福县,yong fu,y,2096
450327,灌阳县,灌阳,3,450300,450000,450300,广西壮族自治区/桂林市/灌阳县,guan yang,g,2097
450328,龙胜各族自治县,龙胜,3,450300,450000,450300,广西壮族自治区/桂林市/龙胜各族自治县,long sheng,l,2098
450329,资源县,资源,3,450300,450000,450300,广西壮族自治区/桂林市/资源县,zi yuan,z,2099
450330,平乐县,平乐,3,450300,450000,450300,广西壮族自治区/桂林市/平乐县,ping le,p,2100
450332,恭城瑶族自治县,恭城,3,450300,450000,450300,广西壮族自治区/桂林市/恭城瑶族自治县,gong cheng,g,2101
450381,荔浦市,荔浦,3,450300,450000,450300,广西壮族自治区/桂林市/荔浦市,li pu,l,2102
